Loci,Replicate,Final_fitness,Final_genome_size
20,85,18.11834020974481,18.0
1,86,12.494808034264222,2.0
5,86,13.304503564421317,6.999
10,86,24.854175494682863,12.0
15,86,16.16141404602882,13.0
20,86,22.228114777905745,18.0
1,87,12.091044036377513,5.002
5,87,21.011337981344045,7.0
10,87,25.69640571239411,10.0
15,87,19.70712382948676,13.0
20,87,18.984437583617247,20.0
1,88,14.185690540652011,3.001
5,88,24.812592119150086,8.0
10,88,22.89595065576086,8.0
15,88,100.32198877679564,14.0
20,88,11.808921202755492,16.997
1,89,9.910767383488153,3.0
5,89,22.032644747912844,8.004
10,89,24.500516480902313,9.0
15,89,15.357345428011005,15.0
20,89,22.75133592386481,19.0
1,90,22.063969092868035,5.0
5,90,22.299462115684374,8.0
10,90,14.465252142040429,8.0
15,90,15.457001052421264,14.999
20,90,18.984437583617247,20.0
1,91,11.244629531340665,5.0
5,91,22.000305776488947,8.003
10,91,17.08353897841221,10.002
15,91,9.895427653113725,15.0
20,91,22.801332121447132,18.0
1,92,69.17373611644514,5.0
5,92,17.334100845760183,5.001
10,92,15.495871781009408,10.0
15,92,14.26145360825719,16.0
20,92,38.25385754840934,19.0
1,93,27.381919884821713,3.0
5,93,18.233198521110655,5.0
10,93,49.72114843555713,11.0
15,93,13.941155367173984,14.0
20,93,23.15696362406444,17.0
1,94,13.3582565837737,5.0
5,94,11.456395803272482,6.0
10,94,12.963319947005965,8.0
15,94,11.84985915149811,14.0
20,94,15.674656232950547,19.0
1,95,69.17373611644514,5.0
5,95,11.949133568764218,5.0
10,95,16.735830670071238,10.0
15,95,24.701340900849992,14.0
20,95,13.097348937021904,18.0
1,96,11.872456639261374,7.0
5,96,7.360189882501858,7.0
10,96,21.806371656774143,12.0
15,96,27.57892328539648,17.0
20,96,14.322530632556772,20.0
1,97,12.280845504460098,5.0
5,97,15.32476688891348,6.0
10,97,15.541661465205253,8.0
15,97,16.54145736306751,15.0
20,97,20.871680689456564,17.0
1,98,32.09932610311272,3.0
5,98,14.44922328255355,8.0
10,98,14.330383148250748,10.0
15,98,15.035322415644888,15.0
20,98,29.9283774593672,16.0
1,99,15.297650728157135,5.001
5,99,10.852327180490805,6.999
10,99,26.27390454035414,12.001
15,99,30.906496988172464,11.0
20,99,16.357322068649857,17.999
1,100,32.09932610311272,3.0
5,100,19.246994527862583,5.001
10,100,12.721150793241213,12.0
15,100,22.255352937891026,12.0
20,100,18.984437583617247,20.0
1,101,18.111019777954677,6.001
5,101,11.967389012067006,6.998
10,101,20.535859912907743,10.0
15,101,16.710808814843926,16.0
20,101,18.11834020974481,18.0
1,102,16.535061342539503,4.0
5,102,25.124910817787512,7.0
10,102,9.256452854872757,10.0
15,102,14.309483959309043,13.0
20,102,18.379679639504207,16.0
1,103,10.585609909874416,3.0
5,103,8.768650232068358,5.0
10,103,35.44720475166329,10.0
15,103,14.2781428875606,14.0
20,103,51.12580301287284,19.0
1,104,11.48753519309677,4.0
5,104,11.916764082404006,8.0
10,104,17.237599847141624,8.999
15,104,11.298429157375555,14.0
20,104,41.6487838557015,19.0
1,105,17.805170091277443,4.0
5,105,24.214643436694978,5.0
10,105,21.077621780202147,8.0
15,105,18.88263036642327,15.0
20,105,18.984437583617247,20.0
1,106,12.494808034264222,2.0
5,106,13.192908320591057,6.001
10,106,20.58059724142013,9.0
15,106,21.55712799524037,14.0
20,106,12.663777613850847,20.0
1,107,13.201126489625738,4.0
5,107,12.871097676992271,6.0
10,107,21.772459375406815,12.0
15,107,11.288661852647476,13.0
20,107,19.60340518113435,19.0
1,108,13.283226647113603,3.0
5,108,20.777276180385627,7.0
10,108,11.41623656383082,11.0
15,108,16.22138376284783,13.0
20,108,15.674656232950547,19.0
1,109,9.074810586186961,3.0
5,109,13.577044498832281,3.997
10,109,31.4962524582099,11.0
15,109,12.632387055851279,13.0
20,109,18.11834020974481,18.0
1,110,27.381919884821713,3.0
5,110,13.595609020596209,3.001
10,110,14.224130920873272,9.0
15,110,19.360056665649168,15.0
20,110,41.60868040074,19.0
1,111,30.24967866444664,6.001
5,111,34.26509374613519,7.0
10,111,12.687325438477009,10.0
15,111,23.973917663542167,15.0
20,111,19.770019228160812,17.0
1,112,13.595609020596209,3.0
5,112,12.411611677419295,7.0
10,112,13.91812096702718,10.0
15,112,7.616817013605006,14.0
20,112,15.734754285846117,18.0
1,113,8.77759492133701,3.0
5,113,14.047277739117947,7.0
10,113,19.424312749988125,11.0
15,113,15.884777325926576,16.0
20,113,14.283769534618841,19.0
1,114,20.558147808562925,4.0
5,114,38.852972096254746,9.0
10,114,21.35237797760926,9.0
15,114,44.00617170413904,13.0
20,114,12.224027539935587,19.998
1,115,12.572085828579525,5.0
5,115,15.006802136909627,8.0
10,115,18.37763999729003,9.0
15,115,20.25563475320183,14.001
20,115,13.208807155916755,17.999
1,116,7.727128445618514,2.001
5,116,22.088867367156208,7.0
10,116,15.569451695128265,9.0
15,116,38.64673183741695,14.0
20,116,18.984437583617247,19.999
1,117,15.746951522045508,3.0
5,117,11.591879331919541,6.0
10,117,15.067866891740717,11.0
15,117,36.793557335722056,16.0
20,117,10.3958851966616,19.0
1,118,10.828109747601184,3.0
5,118,16.256349540215137,4.0
10,118,18.38884652684235,9.001
15,118,14.21867899669623,13.0
20,118,18.984437583617247,20.0
1,119,9.979390240184033,3.999
5,119,20.092831826662,7.0
10,119,13.47349926963542,9.0
15,119,25.475007583238515,15.0
20,119,15.674656232950547,18.999
1,120,7.711643360647249,2.002
5,120,29.253478665804582,6.0
10,120,41.630351439565864,10.0
15,120,22.24939102225522,16.0
20,120,23.41435025133202,16.0
1,121,32.09932610311272,3.0
5,121,14.362707923242457,6.0
10,121,26.826414139689135,10.998
15,121,19.29458836835042,14.0
20,121,22.83479085595412,16.0
1,122,24.98426396640672,5.0
5,122,9.190266245602322,7.0
10,122,42.12328067674946,8.0
15,122,16.314357603647156,14.0
20,122,12.224027539935587,19.999
1,123,69.17373611644514,5.0
5,123,16.41785235271697,9.0
10,123,20.69312971043943,10.999
15,123,18.59550141826188,14.0
20,123,41.60868040074,19.0
1,124,10.673040635992496,4.0
5,124,8.755582524166432,7.0
10,124,13.448575910815164,10.0
15,124,29.9729718712671,12.0
20,124,14.271390115434265,17.999
1,125,35.870452933039374,3.001
5,125,16.256349540215137,4.0
10,125,12.349613206447472,9.0
15,125,22.196472754143052,15.0
20,125,27.437287319496406,18.0
1,126,18.111019777954677,6.002
5,126,18.422807075820227,5.0
10,126,14.551175107345623,8.999
15,126,16.23698126186942,15.0
20,126,15.978286364666996,18.999
1,127,10.691305467914633,3.001
5,127,9.184857150725813,6.0
10,127,19.875969380478285,9.999
15,127,17.40085077749751,12.0
20,127,21.416761415830283,17.0
1,128,16.439176384813454,6.0
5,128,13.474835121886363,8.0
10,128,15.52112193805784,11.0
15,128,15.320942658751413,15.0
20,128,38.25385754840934,19.0
1,129,18.6899200322412,6.0
5,129,14.421699878600641,6.0
10,129,24.552670731258672,11.0
15,129,19.77278329992658,11.0
